snapshot,kingdom,basisOfRecord,occurrenceCount
11/17/10,7,PRESERVED_SPECIMEN,209913
11/17/10,7,UNKNOWN,17353
11/17/10,8,FOSSIL_SPECIMEN,1
11/17/10,8,LIVING_SPECIMEN,214
11/17/10,8,UNKNOWN,564
2/21/11,0,FOSSIL_SPECIMEN,41551
2/21/11,0,HUMAN_OBSERVATION,74860
2/21/11,0,LITERATURE,74089
2/21/11,0,LIVING_SPECIMEN,1229
2/21/11,0,OBSERVATION,387809
2/21/11,0,PRESERVED_SPECIMEN,332050
2/21/11,0,UNKNOWN,738491
2/21/11,1,FOSSIL_SPECIMEN,929542
2/21/11,1,HUMAN_OBSERVATION,9055299
2/21/11,1,LITERATURE,149934
2/21/11,1,LIVING_SPECIMEN,1601
2/21/11,1,OBSERVATION,117895661
2/21/11,1,PRESERVED_SPECIMEN,31465119
2/21/11,1,UNKNOWN,25237043
2/21/11,2,LIVING_SPECIMEN,403
2/21/11,2,PRESERVED_SPECIMEN,462
2/21/11,2,UNKNOWN,26568
2/21/11,3,FOSSIL_SPECIMEN,652
2/21/11,3,HUMAN_OBSERVATION,1081
2/21/11,3,LIVING_SPECIMEN,29287
2/21/11,3,OBSERVATION,32936
2/21/11,3,PRESERVED_SPECIMEN,126590
2/21/11,3,UNKNOWN,1411260
2/21/11,4,FOSSIL_SPECIMEN,65316
2/21/11,4,HUMAN_OBSERVATION,1597050
2/21/11,4,LITERATURE,46
2/21/11,4,LIVING_SPECIMEN,3779
2/21/11,4,OBSERVATION,1658122
2/21/11,4,PRESERVED_SPECIMEN,227163
2/21/11,4,UNKNOWN,570680
2/21/11,5,FOSSIL_SPECIMEN,309
2/21/11,5,HUMAN_OBSERVATION,99802
2/21/11,5,LITERATURE,1117
2/21/11,5,LIVING_SPECIMEN,101044
2/21/11,5,OBSERVATION,674706
2/21/11,5,PRESERVED_SPECIMEN,2218734
2/21/11,5,UNKNOWN,1593635
2/21/11,6,FOSSIL_SPECIMEN,499619
2/21/11,6,HUMAN_OBSERVATION,3415108
2/21/11,6,LITERATURE,49481
2/21/11,6,LIVING_SPECIMEN,409554
2/21/11,6,OBSERVATION,15448364
2/21/11,6,PRESERVED_SPECIMEN,22113637
2/21/11,6,UNKNOWN,31531217
2/21/11,7,FOSSIL_SPECIMEN,624
2/21/11,7,HUMAN_OBSERVATION,13812
2/21/11,7,LIVING_SPECIMEN,2565
2/21/11,7,OBSERVATION,140908
2/21/11,7,PRESERVED_SPECIMEN,204342
2/21/11,7,UNKNOWN,21372
2/21/11,8,FOSSIL_SPECIMEN,1
2/21/11,8,LIVING_SPECIMEN,215
2/21/11,8,UNKNOWN,564
6/10/11,0,FOSSIL_SPECIMEN,40998
6/10/11,0,HUMAN_OBSERVATION,150455
6/10/11,0,LITERATURE,74090
6/10/11,0,LIVING_SPECIMEN,1580
6/10/11,0,OBSERVATION,348778
6/10/11,0,PRESERVED_SPECIMEN,350576
6/10/11,0,UNKNOWN,778442
6/10/11,1,FOSSIL_SPECIMEN,829623
6/10/11,1,HUMAN_OBSERVATION,12099507
6/10/11,1,LITERATURE,149955
6/10/11,1,LIVING_SPECIMEN,1874
6/10/11,1,OBSERVATION,123892413
6/10/11,1,PRESERVED_SPECIMEN,33477585
6/10/11,1,UNKNOWN,28851289
6/10/11,2,LIVING_SPECIMEN,864
6/10/11,2,PRESERVED_SPECIMEN,30
6/10/11,2,UNKNOWN,26569
6/10/11,3,FOSSIL_SPECIMEN,650
6/10/11,3,HUMAN_OBSERVATION,1081
6/10/11,3,LIVING_SPECIMEN,45150
6/10/11,3,OBSERVATION,32684
6/10/11,3,PRESERVED_SPECIMEN,113545
6/10/11,3,UNKNOWN,1413048
6/10/11,4,FOSSIL_SPECIMEN,46957
6/10/11,4,HUMAN_OBSERVATION,2791494
6/10/11,4,LITERATURE,116
6/10/11,4,LIVING_SPECIMEN,3792
6/10/11,4,OBSERVATION,1656895
6/10/11,4,PRESERVED_SPECIMEN,253535
6/10/11,4,UNKNOWN,578483
6/10/11,5,FOSSIL_SPECIMEN,283
6/10/11,5,HUMAN_OBSERVATION,165926
6/10/11,5,LITERATURE,1117
6/10/11,5,LIVING_SPECIMEN,101153
6/10/11,5,OBSERVATION,657573
6/10/11,5,PRESERVED_SPECIMEN,2409756
6/10/11,5,UNKNOWN,1694965
6/10/11,6,FOSSIL_SPECIMEN,467092
6/10/11,6,HUMAN_OBSERVATION,12023452
6/10/11,6,LITERATURE,49455
6/10/11,6,LIVING_SPECIMEN,413230
6/10/11,6,OBSERVATION,13985897
6/10/11,6,PRESERVED_SPECIMEN,23324681
6/10/11,6,UNKNOWN,34813009
6/10/11,7,FOSSIL_SPECIMEN,535
6/10/11,7,HUMAN_OBSERVATION,17649
6/10/11,7,LITERATURE,1
6/10/11,7,LIVING_SPECIMEN,2569
6/10/11,7,OBSERVATION,157597
6/10/11,7,PRESERVED_SPECIMEN,210514
6/10/11,7,UNKNOWN,23104
6/10/11,8,FOSSIL_SPECIMEN,1
6/10/11,8,LIVING_SPECIMEN,215
6/10/11,8,UNKNOWN,564
9/5/11,0,FOSSIL_SPECIMEN,40359
9/5/11,0,HUMAN_OBSERVATION,143287
9/5/11,0,LITERATURE,74133
9/5/11,0,LIVING_SPECIMEN,1239
9/5/11,0,OBSERVATION,805241
9/5/11,0,PRESERVED_SPECIMEN,354682
9/5/11,0,UNKNOWN,789473
9/5/11,1,FOSSIL_SPECIMEN,825309
9/5/11,1,HUMAN_OBSERVATION,12377052
9/5/11,1,LITERATURE,228751
9/5/11,1,LIVING_SPECIMEN,1565
9/5/11,1,OBSERVATION,126519849
9/5/11,1,PRESERVED_SPECIMEN,36864141
9/5/11,1,UNKNOWN,28420614
9/5/11,2,LIVING_SPECIMEN,864
9/5/11,2,PRESERVED_SPECIMEN,27
9/5/11,2,UNKNOWN,26569
9/5/11,3,FOSSIL_SPECIMEN,650
9/5/11,3,HUMAN_OBSERVATION,1097
9/5/11,3,LIVING_SPECIMEN,45487
9/5/11,3,OBSERVATION,34405
9/5/11,3,PRESERVED_SPECIMEN,113779
9/5/11,3,UNKNOWN,1415627
9/5/11,4,FOSSIL_SPECIMEN,46887
9/5/11,4,HUMAN_OBSERVATION,2330893
9/5/11,4,LITERATURE,186
9/5/11,4,LIVING_SPECIMEN,3792
9/5/11,4,OBSERVATION,2446023
9/5/11,4,PRESERVED_SPECIMEN,281577
9/5/11,4,UNKNOWN,613946
9/5/11,5,FOSSIL_SPECIMEN,276
9/5/11,5,HUMAN_OBSERVATION,179413
9/5/11,5,LITERATURE,1108
9/5/11,5,LIVING_SPECIMEN,101153
9/5/11,5,OBSERVATION,657639
9/5/11,5,PRESERVED_SPECIMEN,2450680
9/5/11,5,UNKNOWN,1680457
9/5/11,6,FOSSIL_SPECIMEN,466881
9/5/11,6,HUMAN_OBSERVATION,16001417
9/5/11,6,LITERATURE,54385
9/5/11,6,LIVING_SPECIMEN,413162
9/5/11,6,OBSERVATION,14167881
9/5/11,6,PRESERVED_SPECIMEN,24001884
9/5/11,6,UNKNOWN,34731392
9/5/11,7,FOSSIL_SPECIMEN,548
9/5/11,7,HUMAN_OBSERVATION,17288
9/5/11,7,LIVING_SPECIMEN,2569
9/5/11,7,OBSERVATION,157672
9/5/11,7,PRESERVED_SPECIMEN,213680
9/5/11,7,UNKNOWN,24325
9/5/11,8,FOSSIL_SPECIMEN,1
9/5/11,8,HUMAN_OBSERVATION,55
9/5/11,8,LIVING_SPECIMEN,215
9/5/11,8,UNKNOWN,564
1/18/12,0,FOSSIL_SPECIMEN,41901
1/18/12,0,HUMAN_OBSERVATION,160859
1/18/12,0,LITERATURE,74133
1/18/12,0,LIVING_SPECIMEN,1176
1/18/12,0,OBSERVATION,727615
1/18/12,0,PRESERVED_SPECIMEN,414819
1/18/12,0,UNKNOWN,769412
1/18/12,1,FOSSIL_SPECIMEN,989222
1/18/12,1,HUMAN_OBSERVATION,33282259
1/18/12,1,LITERATURE,228751
1/18/12,1,LIVING_SPECIMEN,1606
1/18/12,1,OBSERVATION,111645598
1/18/12,1,PRESERVED_SPECIMEN,39635195
1/18/12,1,UNKNOWN,27724398
1/18/12,2,LIVING_SPECIMEN,864
1/18/12,2,PRESERVED_SPECIMEN,24
1/18/12,2,UNKNOWN,26569
1/18/12,3,FOSSIL_SPECIMEN,677
1/18/12,3,HUMAN_OBSERVATION,1415
1/18/12,3,LIVING_SPECIMEN,45560
1/18/12,3,OBSERVATION,34395
1/18/12,3,PRESERVED_SPECIMEN,115245
1/18/12,3,UNKNOWN,1415699
1/18/12,4,FOSSIL_SPECIMEN,50231
1/18/12,4,HUMAN_OBSERVATION,2569794
1/18/12,4,LITERATURE,186
1/18/12,4,LIVING_SPECIMEN,3800
1/18/12,4,OBSERVATION,2430689
1/18/12,4,PRESERVED_SPECIMEN,298593
1/18/12,4,UNKNOWN,597965
1/18/12,5,FOSSIL_SPECIMEN,666
1/18/12,5,HUMAN_OBSERVATION,1402164
1/18/12,5,LITERATURE,1108
1/18/12,5,LIVING_SPECIMEN,101327
1/18/12,5,OBSERVATION,622127
1/18/12,5,PRESERVED_SPECIMEN,2626976
1/18/12,5,UNKNOWN,1722868
1/18/12,6,FOSSIL_SPECIMEN,553473
1/18/12,6,HUMAN_OBSERVATION,21674955
1/18/12,6,LITERATURE,54385
1/18/12,6,LIVING_SPECIMEN,536548
1/18/12,6,OBSERVATION,12595527
1/18/12,6,PRESERVED_SPECIMEN,27858485
1/18/12,6,UNKNOWN,34754382
1/18/12,7,FOSSIL_SPECIMEN,659
1/18/12,7,HUMAN_OBSERVATION,22404
1/18/12,7,LIVING_SPECIMEN,3014
1/18/12,7,OBSERVATION,157453
1/18/12,7,PRESERVED_SPECIMEN,238366
1/18/12,7,UNKNOWN,26792
1/18/12,8,FOSSIL_SPECIMEN,1
1/18/12,8,HUMAN_OBSERVATION,55
1/18/12,8,LIVING_SPECIMEN,215
1/18/12,8,UNKNOWN,564
3/26/12,0,FOSSIL_SPECIMEN,44546
3/26/12,0,HUMAN_OBSERVATION,161300
3/26/12,0,LITERATURE,74133
3/26/12,0,LIVING_SPECIMEN,1190
3/26/12,0,OBSERVATION,727582
3/26/12,0,PRESERVED_SPECIMEN,420309
3/26/12,0,UNKNOWN,772276
3/26/12,1,FOSSIL_SPECIMEN,996009
3/26/12,1,HUMAN_OBSERVATION,35001142
3/26/12,1,LITERATURE,228791
3/26/12,1,LIVING_SPECIMEN,1604
3/26/12,1,OBSERVATION,110863965
3/26/12,1,PRESERVED_SPECIMEN,34958079
3/26/12,1,UNKNOWN,27971219
3/26/12,2,LIVING_SPECIMEN,885
3/26/12,2,PRESERVED_SPECIMEN,21
3/26/12,2,UNKNOWN,26777
3/26/12,3,FOSSIL_SPECIMEN,677
3/26/12,3,HUMAN_OBSERVATION,1425
3/26/12,3,LIVING_SPECIMEN,47397
3/26/12,3,OBSERVATION,34395
3/26/12,3,PRESERVED_SPECIMEN,73409
3/26/12,3,UNKNOWN,1583883
3/26/12,4,FOSSIL_SPECIMEN,50237
3/26/12,4,HUMAN_OBSERVATION,2569871
3/26/12,4,LITERATURE,186
3/26/12,4,LIVING_SPECIMEN,3800
3/26/12,4,OBSERVATION,2431249
3/26/12,4,PRESERVED_SPECIMEN,311545
3/26/12,4,UNKNOWN,608096
3/26/12,5,FOSSIL_SPECIMEN,666
3/26/12,5,HUMAN_OBSERVATION,1439566
3/26/12,5,LITERATURE,1108
3/26/12,5,LIVING_SPECIMEN,101351
3/26/12,5,OBSERVATION,622967
3/26/12,5,PRESERVED_SPECIMEN,2577402
3/26/12,5,UNKNOWN,2793013
3/26/12,6,FOSSIL_SPECIMEN,553485
3/26/12,6,HUMAN_OBSERVATION,21889187
3/26/12,6,LITERATURE,54454
3/26/12,6,LIVING_SPECIMEN,536790
3/26/12,6,OBSERVATION,12488402
3/26/12,6,PRESERVED_SPECIMEN,28704365
3/26/12,6,UNKNOWN,34736298
3/26/12,7,FOSSIL_SPECIMEN,672
3/26/12,7,HUMAN_OBSERVATION,22442
3/26/12,7,LIVING_SPECIMEN,2893
3/26/12,7,OBSERVATION,158493
3/26/12,7,PRESERVED_SPECIMEN,217977
3/26/12,7,UNKNOWN,26052
3/26/12,8,FOSSIL_SPECIMEN,1
3/26/12,8,HUMAN_OBSERVATION,55
3/26/12,8,LIVING_SPECIMEN,215
3/26/12,8,UNKNOWN,561
7/13/12,0,FOSSIL_SPECIMEN,44916
7/13/12,0,HUMAN_OBSERVATION,166834
7/13/12,0,LITERATURE,74133
7/13/12,0,LIVING_SPECIMEN,1538
7/13/12,0,OBSERVATION,732355
7/13/12,0,PRESERVED_SPECIMEN,499032
7/13/12,0,UNKNOWN,855698
7/13/12,1,FOSSIL_SPECIMEN,1021041
7/13/12,1,HUMAN_OBSERVATION,40806898
7/13/12,1,LITERATURE,228833
7/13/12,1,LIVING_SPECIMEN,1608
7/13/12,1,OBSERVATION,138046564
7/13/12,1,PRESERVED_SPECIMEN,39046306
7/13/12,1,UNKNOWN,37586935
7/13/12,2,LIVING_SPECIMEN,889
7/13/12,2,PRESERVED_SPECIMEN,24
7/13/12,2,UNKNOWN,26778
7/13/12,3,FOSSIL_SPECIMEN,677
7/13/12,3,HUMAN_OBSERVATION,1430
7/13/12,3,LIVING_SPECIMEN,50597
7/13/12,3,OBSERVATION,34395
7/13/12,3,PRESERVED_SPECIMEN,74064
7/13/12,3,UNKNOWN,1581421
7/13/12,4,FOSSIL_SPECIMEN,52161
7/13/12,4,HUMAN_OBSERVATION,2570009
7/13/12,4,LITERATURE,186
7/13/12,4,LIVING_SPECIMEN,3834
7/13/12,4,OBSERVATION,2421616
7/13/12,4,PRESERVED_SPECIMEN,337670
7/13/12,4,UNKNOWN,610180
7/13/12,5,FOSSIL_SPECIMEN,669
7/13/12,5,HUMAN_OBSERVATION,1491997
7/13/12,5,LITERATURE,1108
7/13/12,5,LIVING_SPECIMEN,103697
7/13/12,5,OBSERVATION,624507
7/13/12,5,PRESERVED_SPECIMEN,2822575
7/13/12,5,UNKNOWN,2923715
7/13/12,6,FOSSIL_SPECIMEN,553537
7/13/12,6,HUMAN_OBSERVATION,26771681
7/13/12,6,LITERATURE,54474
7/13/12,6,LIVING_SPECIMEN,662435
7/13/12,6,OBSERVATION,13846629
7/13/12,6,PRESERVED_SPECIMEN,30499415
7/13/12,6,UNKNOWN,31340497
7/13/12,7,FOSSIL_SPECIMEN,682
7/13/12,7,HUMAN_OBSERVATION,22651
7/13/12,7,LIVING_SPECIMEN,2901
7/13/12,7,OBSERVATION,158493
7/13/12,7,PRESERVED_SPECIMEN,227763
7/13/12,7,UNKNOWN,30305
7/13/12,8,FOSSIL_SPECIMEN,1
7/13/12,8,HUMAN_OBSERVATION,55
7/13/12,8,LIVING_SPECIMEN,750
7/13/12,8,UNKNOWN,56
10/31/12,0,FOSSIL_SPECIMEN,44615
10/31/12,0,HUMAN_OBSERVATION,165860
10/31/12,0,LITERATURE,74132
10/31/12,0,LIVING_SPECIMEN,1599
10/31/12,0,OBSERVATION,729411
10/31/12,0,PRESERVED_SPECIMEN,389293
10/31/12,0,UNKNOWN,871972
10/31/12,1,FOSSIL_SPECIMEN,1060834
10/31/12,1,HUMAN_OBSERVATION,43004893
10/31/12,1,LITERATURE,228863
10/31/12,1,LIVING_SPECIMEN,1647
10/31/12,1,OBSERVATION,141361443
10/31/12,1,PRESERVED_SPECIMEN,39566046
10/31/12,1,UNKNOWN,37937966
10/31/12,2,LIVING_SPECIMEN,897
10/31/12,2,PRESERVED_SPECIMEN,24
10/31/12,2,UNKNOWN,26778
10/31/12,3,FOSSIL_SPECIMEN,677
10/31/12,3,HUMAN_OBSERVATION,1435
10/31/12,3,LIVING_SPECIMEN,51797
10/31/12,3,OBSERVATION,34403
10/31/12,3,PRESERVED_SPECIMEN,74740
10/31/12,3,UNKNOWN,1581469
10/31/12,4,FOSSIL_SPECIMEN,53080
10/31/12,4,HUMAN_OBSERVATION,2570049
10/31/12,4,LITERATURE,186
10/31/12,4,LIVING_SPECIMEN,3839
10/31/12,4,OBSERVATION,2421679
10/31/12,4,PRESERVED_SPECIMEN,339688
10/31/12,4,UNKNOWN,613303
10/31/12,5,FOSSIL_SPECIMEN,566
10/31/12,5,HUMAN_OBSERVATION,1514479
10/31/12,5,LITERATURE,1108
10/31/12,5,LIVING_SPECIMEN,105331
10/31/12,5,OBSERVATION,775597
10/31/12,5,PRESERVED_SPECIMEN,2795925
10/31/12,5,UNKNOWN,2890015
10/31/12,6,FOSSIL_SPECIMEN,553545
10/31/12,6,HUMAN_OBSERVATION,26571775
10/31/12,6,LITERATURE,55638
10/31/12,6,LIVING_SPECIMEN,863277
10/31/12,6,OBSERVATION,13393931
10/31/12,6,PRESERVED_SPECIMEN,32469579
10/31/12,6,UNKNOWN,35758011
10/31/12,7,FOSSIL_SPECIMEN,984
10/31/12,7,HUMAN_OBSERVATION,22907
10/31/12,7,LIVING_SPECIMEN,2902
10/31/12,7,OBSERVATION,159781
10/31/12,7,PRESERVED_SPECIMEN,229828
10/31/12,7,UNKNOWN,30311
10/31/12,8,FOSSIL_SPECIMEN,1
10/31/12,8,HUMAN_OBSERVATION,55
10/31/12,8,LIVING_SPECIMEN,875
10/31/12,8,PRESERVED_SPECIMEN,138
10/31/12,8,UNKNOWN,56
12/11/12,0,FOSSIL_SPECIMEN,46289
12/11/12,0,HUMAN_OBSERVATION,177559
12/11/12,0,LITERATURE,74132
12/11/12,0,LIVING_SPECIMEN,1601
12/11/12,0,MACHINE_OBSERVATION,8
12/11/12,0,OBSERVATION,774783
12/11/12,0,PRESERVED_SPECIMEN,392872
12/11/12,0,UNKNOWN,759580
12/11/12,1,FOSSIL_SPECIMEN,1114416
12/11/12,1,HUMAN_OBSERVATION,20610343
12/11/12,1,LITERATURE,228863
12/11/12,1,LIVING_SPECIMEN,6900
12/11/12,1,MACHINE_OBSERVATION,21842
12/11/12,1,OBSERVATION,158775972
12/11/12,1,PRESERVED_SPECIMEN,39640825
12/11/12,1,UNKNOWN,38495460
12/11/12,2,LIVING_SPECIMEN,897
12/11/12,2,PRESERVED_SPECIMEN,24
12/11/12,2,UNKNOWN,26778
12/11/12,3,FOSSIL_SPECIMEN,677
12/11/12,3,HUMAN_OBSERVATION,2223
12/11/12,3,LIVING_SPECIMEN,51797
12/11/12,3,OBSERVATION,67019
12/11/12,3,PRESERVED_SPECIMEN,73843
12/11/12,3,UNKNOWN,1580389
12/11/12,4,FOSSIL_SPECIMEN,53207
12/11/12,4,HUMAN_OBSERVATION,2565266
12/11/12,4,LITERATURE,186
12/11/12,4,LIVING_SPECIMEN,3839
12/11/12,4,OBSERVATION,2631420
12/11/12,4,PRESERVED_SPECIMEN,313176
12/11/12,4,UNKNOWN,593928
12/11/12,5,FOSSIL_SPECIMEN,589
12/11/12,5,HUMAN_OBSERVATION,272100
12/11/12,5,LITERATURE,1108
12/11/12,5,LIVING_SPECIMEN,105331
12/11/12,5,OBSERVATION,1645493
12/11/12,5,PRESERVED_SPECIMEN,2803288
12/11/12,5,UNKNOWN,2919136
12/11/12,6,FOSSIL_SPECIMEN,553591
12/11/12,6,HUMAN_OBSERVATION,24572985
12/11/12,6,LITERATURE,55638
12/11/12,6,LIVING_SPECIMEN,865404
12/11/12,6,OBSERVATION,17168329
12/11/12,6,PRESERVED_SPECIMEN,33112159
12/11/12,6,UNKNOWN,31271761
12/11/12,7,FOSSIL_SPECIMEN,1001
12/11/12,7,HUMAN_OBSERVATION,20559
12/11/12,7,LIVING_SPECIMEN,2902
12/11/12,7,OBSERVATION,181231
12/11/12,7,PRESERVED_SPECIMEN,234579
12/11/12,7,UNKNOWN,23873
12/11/12,8,FOSSIL_SPECIMEN,1
12/11/12,8,HUMAN_OBSERVATION,56
12/11/12,8,LIVING_SPECIMEN,875
12/11/12,8,PRESERVED_SPECIMEN,143
12/11/12,8,UNKNOWN,56
2/20/13,0,FOSSIL_SPECIMEN,46957
2/20/13,0,HUMAN_OBSERVATION,177676
2/20/13,0,LITERATURE,74132
2/20/13,0,LIVING_SPECIMEN,1671
2/20/13,0,MACHINE_OBSERVATION,8
2/20/13,0,OBSERVATION,751699
2/20/13,0,PRESERVED_SPECIMEN,400999
2/20/13,0,UNKNOWN,793752
2/20/13,1,FOSSIL_SPECIMEN,1135817
2/20/13,1,HUMAN_OBSERVATION,20853000
2/20/13,1,LITERATURE,228863
2/20/13,1,LIVING_SPECIMEN,93027
2/20/13,1,MACHINE_OBSERVATION,21842
2/20/13,1,OBSERVATION,141796747
2/20/13,1,PRESERVED_SPECIMEN,42239022
2/20/13,1,UNKNOWN,62680085
2/20/13,2,HUMAN_OBSERVATION,1
2/20/13,2,LIVING_SPECIMEN,897
2/20/13,2,PRESERVED_SPECIMEN,24
2/20/13,2,UNKNOWN,26777
2/20/13,3,FOSSIL_SPECIMEN,681
2/20/13,3,HUMAN_OBSERVATION,2210
2/20/13,3,LIVING_SPECIMEN,51839
2/20/13,3,OBSERVATION,66901
2/20/13,3,PRESERVED_SPECIMEN,73854
2/20/13,3,UNKNOWN,1580450
2/20/13,4,FOSSIL_SPECIMEN,53541
2/20/13,4,HUMAN_OBSERVATION,2563986
2/20/13,4,LITERATURE,186
2/20/13,4,LIVING_SPECIMEN,3871
2/20/13,4,OBSERVATION,2628837
2/20/13,4,PRESERVED_SPECIMEN,315357
2/20/13,4,UNKNOWN,594700
2/20/13,5,FOSSIL_SPECIMEN,595
2/20/13,5,HUMAN_OBSERVATION,272539
2/20/13,5,LITERATURE,1108
2/20/13,5,LIVING_SPECIMEN,105369
2/20/13,5,OBSERVATION,690826
2/20/13,5,PRESERVED_SPECIMEN,2869074
2/20/13,5,UNKNOWN,4441102
2/20/13,6,FOSSIL_SPECIMEN,550864
2/20/13,6,HUMAN_OBSERVATION,25104611
2/20/13,6,LITERATURE,55638
2/20/13,6,LIVING_SPECIMEN,724851
2/20/13,6,OBSERVATION,13618433
2/20/13,6,PRESERVED_SPECIMEN,34153459
2/20/13,6,UNKNOWN,35892159
2/20/13,7,FOSSIL_SPECIMEN,1251
2/20/13,7,HUMAN_OBSERVATION,20706
2/20/13,7,LIVING_SPECIMEN,2902
2/20/13,7,OBSERVATION,176813
2/20/13,7,PRESERVED_SPECIMEN,235178
2/20/13,7,UNKNOWN,28495
2/20/13,8,FOSSIL_SPECIMEN,1
2/20/13,8,LIVING_SPECIMEN,875
2/20/13,8,PRESERVED_SPECIMEN,147
2/20/13,8,UNKNOWN,56
5/21/13,0,FOSSIL_SPECIMEN,66777
5/21/13,0,HUMAN_OBSERVATION,207132
5/21/13,0,LITERATURE,74132
5/21/13,0,LIVING_SPECIMEN,1666
5/21/13,0,OBSERVATION,751021
5/21/13,0,PRESERVED_SPECIMEN,405403
5/21/13,0,UNKNOWN,742769
5/21/13,1,FOSSIL_SPECIMEN,1110775
5/21/13,1,HUMAN_OBSERVATION,47026670
5/21/13,1,LITERATURE,228863
5/21/13,1,LIVING_SPECIMEN,93027
5/21/13,1,MACHINE_OBSERVATION,16566
5/21/13,1,MATERIAL_SAMPLE,11091
5/21/13,1,OBSERVATION,141758000
5/21/13,1,PRESERVED_SPECIMEN,45059320
5/21/13,1,UNKNOWN,35779626
5/21/13,2,HUMAN_OBSERVATION,1
5/21/13,2,LIVING_SPECIMEN,904
5/21/13,2,PRESERVED_SPECIMEN,24
5/21/13,2,UNKNOWN,26777
5/21/13,3,FOSSIL_SPECIMEN,688
5/21/13,3,HUMAN_OBSERVATION,2365
5/21/13,3,LIVING_SPECIMEN,52345
5/21/13,3,OBSERVATION,66901
5/21/13,3,PRESERVED_SPECIMEN,73854
5/21/13,3,UNKNOWN,1580450
5/21/13,4,FOSSIL_SPECIMEN,503094
5/21/13,4,HUMAN_OBSERVATION,2566023
5/21/13,4,LITERATURE,186
5/21/13,4,LIVING_SPECIMEN,3987
5/21/13,4,OBSERVATION,2628723
5/21/13,4,PRESERVED_SPECIMEN,315480
5/21/13,4,UNKNOWN,588070
5/21/13,5,FOSSIL_SPECIMEN,718
5/21/13,5,HUMAN_OBSERVATION,1845004
5/21/13,5,LITERATURE,1108
5/21/13,5,LIVING_SPECIMEN,105381
5/21/13,5,OBSERVATION,691321
5/21/13,5,PRESERVED_SPECIMEN,2873087
5/21/13,5,UNKNOWN,2538496
5/21/13,6,FOSSIL_SPECIMEN,558298
5/21/13,6,HUMAN_OBSERVATION,30210286
5/21/13,6,LITERATURE,55638
5/21/13,6,LIVING_SPECIMEN,742638
5/21/13,6,OBSERVATION,13581677
5/21/13,6,PRESERVED_SPECIMEN,35581521
5/21/13,6,UNKNOWN,28394032
5/21/13,7,FOSSIL_SPECIMEN,2679
5/21/13,7,HUMAN_OBSERVATION,26232
5/21/13,7,LIVING_SPECIMEN,2902
5/21/13,7,OBSERVATION,176816
5/21/13,7,PRESERVED_SPECIMEN,235209
5/21/13,7,UNKNOWN,21944
5/21/13,8,FOSSIL_SPECIMEN,1
5/21/13,8,LIVING_SPECIMEN,880
5/21/13,8,PRESERVED_SPECIMEN,147
5/21/13,8,UNKNOWN,82
7/9/13,0,FOSSIL_SPECIMEN,79479
7/9/13,0,HUMAN_OBSERVATION,209222
7/9/13,0,LITERATURE,74132
7/9/13,0,LIVING_SPECIMEN,5213
7/9/13,0,OBSERVATION,1218419
7/9/13,0,PRESERVED_SPECIMEN,398941
7/9/13,0,UNKNOWN,354242
7/9/13,1,FOSSIL_SPECIMEN,1390257
7/9/13,1,HUMAN_OBSERVATION,51800381
7/9/13,1,LITERATURE,228813
7/9/13,1,LIVING_SPECIMEN,94622
7/9/13,1,MACHINE_OBSERVATION,18282
7/9/13,1,MATERIAL_SAMPLE,11091
7/9/13,1,OBSERVATION,153053327
7/9/13,1,PRESERVED_SPECIMEN,44868815
7/9/13,1,UNKNOWN,20346773
7/9/13,2,HUMAN_OBSERVATION,1
7/9/13,2,LIVING_SPECIMEN,904
7/9/13,2,PRESERVED_SPECIMEN,24
7/9/13,2,UNKNOWN,26658
7/9/13,3,FOSSIL_SPECIMEN,689
7/9/13,3,HUMAN_OBSERVATION,2368
7/9/13,3,LIVING_SPECIMEN,52417
7/9/13,3,OBSERVATION,67617
7/9/13,3,PRESERVED_SPECIMEN,74021
7/9/13,3,UNKNOWN,1563337
7/9/13,4,FOSSIL_SPECIMEN,503280
7/9/13,4,HUMAN_OBSERVATION,2566287
7/9/13,4,LITERATURE,195
7/9/13,4,LIVING_SPECIMEN,4301
7/9/13,4,OBSERVATION,2759454
7/9/13,4,PRESERVED_SPECIMEN,328669
7/9/13,4,UNKNOWN,458183
7/9/13,5,FOSSIL_SPECIMEN,721
7/9/13,5,HUMAN_OBSERVATION,1870797
7/9/13,5,LITERATURE,1108
7/9/13,5,LIVING_SPECIMEN,144776
7/9/13,5,OBSERVATION,2764626
7/9/13,5,PRESERVED_SPECIMEN,2950132
7/9/13,5,UNKNOWN,460128
7/9/13,6,FOSSIL_SPECIMEN,558587
7/9/13,6,HUMAN_OBSERVATION,33642871
7/9/13,6,LITERATURE,86881
7/9/13,6,LIVING_SPECIMEN,730364
7/9/13,6,OBSERVATION,34244686
7/9/13,6,PRESERVED_SPECIMEN,36309431
7/9/13,6,UNKNOWN,11187553
7/9/13,7,FOSSIL_SPECIMEN,2680
7/9/13,7,HUMAN_OBSERVATION,26309
7/9/13,7,LIVING_SPECIMEN,2922
7/9/13,7,OBSERVATION,177335
7/9/13,7,PRESERVED_SPECIMEN,237576
7/9/13,7,UNKNOWN,18312
7/9/13,8,FOSSIL_SPECIMEN,1
7/9/13,8,LIVING_SPECIMEN,880
7/9/13,8,PRESERVED_SPECIMEN,147
7/9/13,8,UNKNOWN,82
9/10/13,0,FOSSIL_SPECIMEN,79495
