snapshot,kingdom,basisOfRecord,occurrenceCount
9/10/13,0,HUMAN_OBSERVATION,218093
9/10/13,0,LITERATURE,74132
9/10/13,0,LIVING_SPECIMEN,3443
9/10/13,0,MACHINE_OBSERVATION,6212
9/10/13,0,OBSERVATION,1213354
9/10/13,0,PRESERVED_SPECIMEN,396812
9/10/13,0,UNKNOWN,351037
9/10/13,1,FOSSIL_SPECIMEN,1397769
9/10/13,1,HUMAN_OBSERVATION,150971632
9/10/13,1,LITERATURE,228813
9/10/13,1,LIVING_SPECIMEN,70629
9/10/13,1,MACHINE_OBSERVATION,199861
9/10/13,1,MATERIAL_SAMPLE,11091
9/10/13,1,OBSERVATION,63912365
9/10/13,1,PRESERVED_SPECIMEN,45446678
9/10/13,1,UNKNOWN,20165434
9/10/13,2,HUMAN_OBSERVATION,1
9/10/13,2,LIVING_SPECIMEN,904
9/10/13,2,PRESERVED_SPECIMEN,24
9/10/13,2,UNKNOWN,26658
9/10/13,3,FOSSIL_SPECIMEN,690
9/10/13,3,HUMAN_OBSERVATION,2371
9/10/13,3,LIVING_SPECIMEN,52381
9/10/13,3,OBSERVATION,67617
9/10/13,3,PRESERVED_SPECIMEN,73964
9/10/13,3,UNKNOWN,1563437
9/10/13,4,FOSSIL_SPECIMEN,503280
9/10/13,4,HUMAN_OBSERVATION,2590332
9/10/13,4,LITERATURE,195
9/10/13,4,LIVING_SPECIMEN,4144
9/10/13,4,OBSERVATION,2753645
9/10/13,4,PRESERVED_SPECIMEN,323617
9/10/13,4,UNKNOWN,355389
9/10/13,5,FOSSIL_SPECIMEN,721
9/10/13,5,HUMAN_OBSERVATION,1831155
9/10/13,5,LITERATURE,1108
9/10/13,5,LIVING_SPECIMEN,125084
9/10/13,5,OBSERVATION,2763737
9/10/13,5,PRESERVED_SPECIMEN,2895862
9/10/13,5,UNKNOWN,456364
9/10/13,6,FOSSIL_SPECIMEN,558724
9/10/13,6,HUMAN_OBSERVATION,34368798
9/10/13,6,LITERATURE,86881
9/10/13,6,LIVING_SPECIMEN,740578
9/10/13,6,OBSERVATION,34291488
9/10/13,6,PRESERVED_SPECIMEN,35662083
9/10/13,6,UNKNOWN,11184397
9/10/13,7,FOSSIL_SPECIMEN,2680
9/10/13,7,HUMAN_OBSERVATION,26531
9/10/13,7,LIVING_SPECIMEN,2912
9/10/13,7,OBSERVATION,177324
9/10/13,7,PRESERVED_SPECIMEN,227028
9/10/13,7,UNKNOWN,13577
9/10/13,8,FOSSIL_SPECIMEN,1
9/10/13,8,LIVING_SPECIMEN,880
9/10/13,8,PRESERVED_SPECIMEN,147
9/10/13,8,UNKNOWN,108
12/20/13,0,FOSSIL_SPECIMEN,81103
12/20/13,0,HUMAN_OBSERVATION,221763
12/20/13,0,LITERATURE,74132
12/20/13,0,LIVING_SPECIMEN,3360
12/20/13,0,MACHINE_OBSERVATION,6216
12/20/13,0,OBSERVATION,1224580
12/20/13,0,PRESERVED_SPECIMEN,405382
12/20/13,0,UNKNOWN,334942
12/20/13,1,FOSSIL_SPECIMEN,1425910
12/20/13,1,HUMAN_OBSERVATION,158425286
12/20/13,1,LITERATURE,228813
12/20/13,1,LIVING_SPECIMEN,8883
12/20/13,1,MACHINE_OBSERVATION,200105
12/20/13,1,MATERIAL_SAMPLE,11500
12/20/13,1,OBSERVATION,59306907
12/20/13,1,PRESERVED_SPECIMEN,46688169
12/20/13,1,UNKNOWN,19602935
12/20/13,2,HUMAN_OBSERVATION,1
12/20/13,2,LIVING_SPECIMEN,904
12/20/13,2,PRESERVED_SPECIMEN,24
12/20/13,2,UNKNOWN,26629
12/20/13,3,FOSSIL_SPECIMEN,690
12/20/13,3,HUMAN_OBSERVATION,2664
12/20/13,3,LIVING_SPECIMEN,51929
12/20/13,3,OBSERVATION,67609
12/20/13,3,PRESERVED_SPECIMEN,75437
12/20/13,3,UNKNOWN,1549092
12/20/13,4,FOSSIL_SPECIMEN,503295
12/20/13,4,HUMAN_OBSERVATION,2548444
12/20/13,4,LITERATURE,204
12/20/13,4,LIVING_SPECIMEN,4144
12/20/13,4,OBSERVATION,2752727
12/20/13,4,PRESERVED_SPECIMEN,352236
12/20/13,4,UNKNOWN,262099
12/20/13,5,FOSSIL_SPECIMEN,721
12/20/13,5,HUMAN_OBSERVATION,1968122
12/20/13,5,LITERATURE,1108
12/20/13,5,LIVING_SPECIMEN,124224
12/20/13,5,OBSERVATION,2621644
12/20/13,5,PRESERVED_SPECIMEN,2842112
12/20/13,5,UNKNOWN,428334
12/20/13,6,FOSSIL_SPECIMEN,560739
12/20/13,6,HUMAN_OBSERVATION,38538715
12/20/13,6,LITERATURE,94414
12/20/13,6,LIVING_SPECIMEN,577018
12/20/13,6,OBSERVATION,33460229
12/20/13,6,PRESERVED_SPECIMEN,36070044
12/20/13,6,UNKNOWN,7233454
12/20/13,7,FOSSIL_SPECIMEN,2681
12/20/13,7,HUMAN_OBSERVATION,27863
12/20/13,7,LIVING_SPECIMEN,2912
12/20/13,7,OBSERVATION,175526
12/20/13,7,PRESERVED_SPECIMEN,227499
12/20/13,7,UNKNOWN,13489
12/20/13,8,FOSSIL_SPECIMEN,1
12/20/13,8,LIVING_SPECIMEN,878
12/20/13,8,PRESERVED_SPECIMEN,147
12/20/13,8,UNKNOWN,82
3/28/14,0,FOSSIL_SPECIMEN,106955
3/28/14,0,HUMAN_OBSERVATION,264945
3/28/14,0,LITERATURE,74162
3/28/14,0,LIVING_SPECIMEN,3417
3/28/14,0,MACHINE_OBSERVATION,6216
3/28/14,0,OBSERVATION,1230711
3/28/14,0,PRESERVED_SPECIMEN,1271362
3/28/14,0,UNKNOWN,293030
3/28/14,1,FOSSIL_SPECIMEN,1665469
3/28/14,1,HUMAN_OBSERVATION,163777584
3/28/14,1,LITERATURE,228836
3/28/14,1,LIVING_SPECIMEN,9631
3/28/14,1,MACHINE_OBSERVATION,204475
3/28/14,1,MATERIAL_SAMPLE,11500
3/28/14,1,OBSERVATION,60836374
3/28/14,1,PRESERVED_SPECIMEN,50674101
3/28/14,1,UNKNOWN,19552945
3/28/14,2,HUMAN_OBSERVATION,1
3/28/14,2,LIVING_SPECIMEN,956
3/28/14,2,PRESERVED_SPECIMEN,24
3/28/14,2,UNKNOWN,13507
3/28/14,3,FOSSIL_SPECIMEN,689
3/28/14,3,HUMAN_OBSERVATION,2703
3/28/14,3,LIVING_SPECIMEN,60085
3/28/14,3,OBSERVATION,67599
3/28/14,3,PRESERVED_SPECIMEN,78166
3/28/14,3,UNKNOWN,808357
3/28/14,4,FOSSIL_SPECIMEN,540275
3/28/14,4,HUMAN_OBSERVATION,3240362
3/28/14,4,LITERATURE,204
3/28/14,4,LIVING_SPECIMEN,4243
3/28/14,4,MACHINE_OBSERVATION,1
3/28/14,4,OBSERVATION,2752255
3/28/14,4,PRESERVED_SPECIMEN,460822
3/28/14,4,UNKNOWN,157813
3/28/14,5,FOSSIL_SPECIMEN,864
3/28/14,5,HUMAN_OBSERVATION,2028830
3/28/14,5,LITERATURE,1108
3/28/14,5,LIVING_SPECIMEN,124367
3/28/14,5,OBSERVATION,2614862
3/28/14,5,PRESERVED_SPECIMEN,3051972
3/28/14,5,UNKNOWN,431590
3/28/14,6,FOSSIL_SPECIMEN,579500
3/28/14,6,HUMAN_OBSERVATION,41808489
3/28/14,6,LITERATURE,95755
3/28/14,6,LIVING_SPECIMEN,580212
3/28/14,6,OBSERVATION,33006729
3/28/14,6,PRESERVED_SPECIMEN,39650003
3/28/14,6,UNKNOWN,7363931
3/28/14,7,FOSSIL_SPECIMEN,2736
3/28/14,7,HUMAN_OBSERVATION,35887
3/28/14,7,LIVING_SPECIMEN,2916
3/28/14,7,OBSERVATION,174432
3/28/14,7,PRESERVED_SPECIMEN,228764
3/28/14,7,UNKNOWN,10485
3/28/14,8,FOSSIL_SPECIMEN,1
3/28/14,8,LIVING_SPECIMEN,903
3/28/14,8,PRESERVED_SPECIMEN,147
3/28/14,8,UNKNOWN,82
9/8/14,0,FOSSIL_SPECIMEN,157224
9/8/14,0,HUMAN_OBSERVATION,278882
9/8/14,0,LITERATURE,74166
9/8/14,0,LIVING_SPECIMEN,3659
9/8/14,0,MACHINE_OBSERVATION,6872
9/8/14,0,MATERIAL_SAMPLE,5
9/8/14,0,OBSERVATION,1230885
9/8/14,0,PRESERVED_SPECIMEN,647179
9/8/14,0,UNKNOWN,925820
9/8/14,1,FOSSIL_SPECIMEN,1949584
9/8/14,1,HUMAN_OBSERVATION,218298859
9/8/14,1,LITERATURE,381664
9/8/14,1,LIVING_SPECIMEN,9754
9/8/14,1,MACHINE_OBSERVATION,645369
9/8/14,1,MATERIAL_SAMPLE,12826
9/8/14,1,OBSERVATION,60397752
9/8/14,1,PRESERVED_SPECIMEN,49602729
9/8/14,1,UNKNOWN,24632145
9/8/14,2,HUMAN_OBSERVATION,1
9/8/14,2,LIVING_SPECIMEN,956
9/8/14,2,PRESERVED_SPECIMEN,24
9/8/14,2,UNKNOWN,13536
9/8/14,3,FOSSIL_SPECIMEN,747
9/8/14,3,HUMAN_OBSERVATION,2799
9/8/14,3,LIVING_SPECIMEN,60146
9/8/14,3,MACHINE_OBSERVATION,376
9/8/14,3,OBSERVATION,67599
9/8/14,3,PRESERVED_SPECIMEN,32470
9/8/14,3,UNKNOWN,874399
9/8/14,4,FOSSIL_SPECIMEN,550596
9/8/14,4,HUMAN_OBSERVATION,3351329
9/8/14,4,LITERATURE,204
9/8/14,4,LIVING_SPECIMEN,4845
9/8/14,4,MACHINE_OBSERVATION,4417
9/8/14,4,OBSERVATION,2752310
9/8/14,4,PRESERVED_SPECIMEN,380687
9/8/14,4,UNKNOWN,282214
9/8/14,5,FOSSIL_SPECIMEN,916
9/8/14,5,HUMAN_OBSERVATION,2130022
9/8/14,5,LITERATURE,1646
9/8/14,5,LIVING_SPECIMEN,124430
9/8/14,5,MACHINE_OBSERVATION,1
9/8/14,5,OBSERVATION,2638515
9/8/14,5,PRESERVED_SPECIMEN,3564913
9/8/14,5,UNKNOWN,516052
9/8/14,6,FOSSIL_SPECIMEN,592985
9/8/14,6,HUMAN_OBSERVATION,42650557
9/8/14,6,LITERATURE,162402
9/8/14,6,LIVING_SPECIMEN,633187
9/8/14,6,MACHINE_OBSERVATION,32671
9/8/14,6,MATERIAL_SAMPLE,97
9/8/14,6,OBSERVATION,33164246
9/8/14,6,PRESERVED_SPECIMEN,45204808
9/8/14,6,UNKNOWN,8411294
9/8/14,7,FOSSIL_SPECIMEN,2869
9/8/14,7,HUMAN_OBSERVATION,37154
9/8/14,7,LIVING_SPECIMEN,2737
9/8/14,7,MACHINE_OBSERVATION,9
9/8/14,7,OBSERVATION,174446
9/8/14,7,PRESERVED_SPECIMEN,229833
9/8/14,7,UNKNOWN,15136
9/8/14,8,FOSSIL_SPECIMEN,1
9/8/14,8,LIVING_SPECIMEN,903
9/8/14,8,PRESERVED_SPECIMEN,147
9/8/14,8,UNKNOWN,82
1/19/15,0,FOSSIL_SPECIMEN,229658
1/19/15,0,HUMAN_OBSERVATION,296408
1/19/15,0,LITERATURE,74123
1/19/15,0,LIVING_SPECIMEN,3720
1/19/15,0,MACHINE_OBSERVATION,6712
1/19/15,0,MATERIAL_SAMPLE,6
1/19/15,0,OBSERVATION,1236616
1/19/15,0,PRESERVED_SPECIMEN,1023619
1/19/15,0,UNKNOWN,944949
1/19/15,1,FOSSIL_SPECIMEN,2441239
1/19/15,1,HUMAN_OBSERVATION,215782647
1/19/15,1,LITERATURE,268009
1/19/15,1,LIVING_SPECIMEN,9756
1/19/15,1,MACHINE_OBSERVATION,645416
1/19/15,1,MATERIAL_SAMPLE,8521
1/19/15,1,OBSERVATION,71839458
1/19/15,1,PRESERVED_SPECIMEN,46813149
1/19/15,1,UNKNOWN,27688909
1/19/15,2,HUMAN_OBSERVATION,1
1/19/15,2,LIVING_SPECIMEN,962
1/19/15,2,PRESERVED_SPECIMEN,27
1/19/15,2,UNKNOWN,17964
1/19/15,3,FOSSIL_SPECIMEN,771
1/19/15,3,HUMAN_OBSERVATION,3223
1/19/15,3,LIVING_SPECIMEN,60179
1/19/15,3,MACHINE_OBSERVATION,392
1/19/15,3,OBSERVATION,67616
1/19/15,3,PRESERVED_SPECIMEN,34237
1/19/15,3,UNKNOWN,947323
1/19/15,4,FOSSIL_SPECIMEN,560987
1/19/15,4,HUMAN_OBSERVATION,3394877
1/19/15,4,LITERATURE,283
1/19/15,4,LIVING_SPECIMEN,4869
1/19/15,4,MACHINE_OBSERVATION,8871
1/19/15,4,OBSERVATION,2753215
1/19/15,4,PRESERVED_SPECIMEN,362046
1/19/15,4,UNKNOWN,348625
1/19/15,5,FOSSIL_SPECIMEN,916
1/19/15,5,HUMAN_OBSERVATION,2101919
1/19/15,5,LITERATURE,1259
1/19/15,5,LIVING_SPECIMEN,124450
1/19/15,5,MACHINE_OBSERVATION,1
1/19/15,5,OBSERVATION,3131646
1/19/15,5,PRESERVED_SPECIMEN,4055212
1/19/15,5,UNKNOWN,508798
1/19/15,6,FOSSIL_SPECIMEN,677858
1/19/15,6,HUMAN_OBSERVATION,44066468
1/19/15,6,LITERATURE,123169
1/19/15,6,LIVING_SPECIMEN,616667
1/19/15,6,MACHINE_OBSERVATION,34045
1/19/15,6,MATERIAL_SAMPLE,97
1/19/15,6,OBSERVATION,34750121
1/19/15,6,PRESERVED_SPECIMEN,48521919
1/19/15,6,UNKNOWN,9538986
1/19/15,7,FOSSIL_SPECIMEN,3251
1/19/15,7,HUMAN_OBSERVATION,36795
1/19/15,7,LIVING_SPECIMEN,2737
1/19/15,7,MACHINE_OBSERVATION,9
1/19/15,7,OBSERVATION,176801
1/19/15,7,PRESERVED_SPECIMEN,259350
1/19/15,7,UNKNOWN,25982
1/19/15,8,FOSSIL_SPECIMEN,1
1/19/15,8,LIVING_SPECIMEN,903
1/19/15,8,UNKNOWN,440
4/9/15,0,FOSSIL_SPECIMEN,272360
4/9/15,0,HUMAN_OBSERVATION,297381
4/9/15,0,LITERATURE,74123
4/9/15,0,LIVING_SPECIMEN,3713
4/9/15,0,MACHINE_OBSERVATION,6677
4/9/15,0,MATERIAL_SAMPLE,10
4/9/15,0,OBSERVATION,1246243
4/9/15,0,PRESERVED_SPECIMEN,1068981
4/9/15,0,UNKNOWN,945140
4/9/15,1,FOSSIL_SPECIMEN,2655830
4/9/15,1,HUMAN_OBSERVATION,217035169
4/9/15,1,LITERATURE,268009
4/9/15,1,LIVING_SPECIMEN,8543
4/9/15,1,MACHINE_OBSERVATION,646794
4/9/15,1,MATERIAL_SAMPLE,10492
4/9/15,1,OBSERVATION,72847627
4/9/15,1,PRESERVED_SPECIMEN,47380549
4/9/15,1,UNKNOWN,27410013
4/9/15,2,HUMAN_OBSERVATION,1
4/9/15,2,LIVING_SPECIMEN,962
4/9/15,2,PRESERVED_SPECIMEN,27
4/9/15,2,UNKNOWN,17964
4/9/15,3,FOSSIL_SPECIMEN,779
4/9/15,3,HUMAN_OBSERVATION,3229
4/9/15,3,LIVING_SPECIMEN,59803
4/9/15,3,MACHINE_OBSERVATION,392
4/9/15,3,OBSERVATION,76137
4/9/15,3,PRESERVED_SPECIMEN,34420
4/9/15,3,UNKNOWN,947660
4/9/15,4,FOSSIL_SPECIMEN,599089
4/9/15,4,HUMAN_OBSERVATION,3395034
4/9/15,4,LITERATURE,283
4/9/15,4,LIVING_SPECIMEN,4583
4/9/15,4,MACHINE_OBSERVATION,9758
4/9/15,4,OBSERVATION,2808285
4/9/15,4,PRESERVED_SPECIMEN,428890
4/9/15,4,UNKNOWN,363721
4/9/15,5,FOSSIL_SPECIMEN,948
4/9/15,5,HUMAN_OBSERVATION,2546178
4/9/15,5,LITERATURE,1259
4/9/15,5,LIVING_SPECIMEN,124450
4/9/15,5,MACHINE_OBSERVATION,1
4/9/15,5,OBSERVATION,2897643
4/9/15,5,PRESERVED_SPECIMEN,3868110
4/9/15,5,UNKNOWN,510084
4/9/15,6,FOSSIL_SPECIMEN,721233
4/9/15,6,HUMAN_OBSERVATION,44254970
4/9/15,6,LITERATURE,123178
4/9/15,6,LIVING_SPECIMEN,616876
4/9/15,6,MACHINE_OBSERVATION,34046
4/9/15,6,MATERIAL_SAMPLE,98
4/9/15,6,OBSERVATION,34307625
4/9/15,6,PRESERVED_SPECIMEN,48270792
4/9/15,6,UNKNOWN,9587717
4/9/15,7,FOSSIL_SPECIMEN,3520
4/9/15,7,HUMAN_OBSERVATION,40532
4/9/15,7,LIVING_SPECIMEN,2728
4/9/15,7,MACHINE_OBSERVATION,9
4/9/15,7,OBSERVATION,179582
4/9/15,7,PRESERVED_SPECIMEN,261852
4/9/15,7,UNKNOWN,26105
4/9/15,8,FOSSIL_SPECIMEN,1
4/9/15,8,LIVING_SPECIMEN,903
4/9/15,8,UNKNOWN,440
7/3/15,0,FOSSIL_SPECIMEN,234744
7/3/15,0,HUMAN_OBSERVATION,318059
7/3/15,0,LITERATURE,74123
7/3/15,0,LIVING_SPECIMEN,3714
7/3/15,0,MACHINE_OBSERVATION,6677
7/3/15,0,MATERIAL_SAMPLE,10
7/3/15,0,OBSERVATION,1244783
7/3/15,0,PRESERVED_SPECIMEN,1010892
7/3/15,0,UNKNOWN,941490
7/3/15,1,FOSSIL_SPECIMEN,2941259
7/3/15,1,HUMAN_OBSERVATION,231134557
7/3/15,1,LITERATURE,268464
7/3/15,1,LIVING_SPECIMEN,8543
7/3/15,1,MACHINE_OBSERVATION,1387648
7/3/15,1,MATERIAL_SAMPLE,10492
7/3/15,1,OBSERVATION,62792317
7/3/15,1,PRESERVED_SPECIMEN,48254726
7/3/15,1,UNKNOWN,27523206
7/3/15,2,HUMAN_OBSERVATION,1
7/3/15,2,LIVING_SPECIMEN,962
7/3/15,2,PRESERVED_SPECIMEN,27
7/3/15,2,UNKNOWN,17964
7/3/15,3,FOSSIL_SPECIMEN,778
7/3/15,3,HUMAN_OBSERVATION,3312
7/3/15,3,LIVING_SPECIMEN,66189
7/3/15,3,MACHINE_OBSERVATION,392
7/3/15,3,OBSERVATION,76120
7/3/15,3,PRESERVED_SPECIMEN,50169
7/3/15,3,UNKNOWN,947659
7/3/15,4,FOSSIL_SPECIMEN,602942
7/3/15,4,HUMAN_OBSERVATION,3406761
7/3/15,4,LITERATURE,283
7/3/15,4,LIVING_SPECIMEN,4583
7/3/15,4,MACHINE_OBSERVATION,9758
7/3/15,4,OBSERVATION,2808154
7/3/15,4,PRESERVED_SPECIMEN,501937
7/3/15,4,UNKNOWN,367433
7/3/15,5,FOSSIL_SPECIMEN,869
7/3/15,5,HUMAN_OBSERVATION,2963804
7/3/15,5,LITERATURE,1673
7/3/15,5,LIVING_SPECIMEN,124450
7/3/15,5,MACHINE_OBSERVATION,1
7/3/15,5,OBSERVATION,2526537
7/3/15,5,PRESERVED_SPECIMEN,4077906
7/3/15,5,UNKNOWN,517419
7/3/15,6,FOSSIL_SPECIMEN,731864
7/3/15,6,HUMAN_OBSERVATION,49163883
7/3/15,6,LITERATURE,123590
7/3/15,6,LIVING_SPECIMEN,619012
7/3/15,6,MACHINE_OBSERVATION,34046
7/3/15,6,MATERIAL_SAMPLE,98
7/3/15,6,OBSERVATION,31093066
7/3/15,6,PRESERVED_SPECIMEN,53995553
7/3/15,6,UNKNOWN,9808702
7/3/15,7,FOSSIL_SPECIMEN,3783
7/3/15,7,HUMAN_OBSERVATION,43847
7/3/15,7,LIVING_SPECIMEN,2728
7/3/15,7,MACHINE_OBSERVATION,9
7/3/15,7,OBSERVATION,177227
7/3/15,7,PRESERVED_SPECIMEN,300785
7/3/15,7,UNKNOWN,28257
7/3/15,8,FOSSIL_SPECIMEN,1
7/3/15,8,LIVING_SPECIMEN,903
7/3/15,8,PRESERVED_SPECIMEN,4
7/3/15,8,UNKNOWN,440
10/1/15,0,FOSSIL_SPECIMEN,404475
10/1/15,0,HUMAN_OBSERVATION,358669
10/1/15,0,LITERATURE,74123
10/1/15,0,LIVING_SPECIMEN,5110
10/1/15,0,MACHINE_OBSERVATION,6729
10/1/15,0,MATERIAL_SAMPLE,17
10/1/15,0,OBSERVATION,1216952
10/1/15,0,PRESERVED_SPECIMEN,1618535
10/1/15,0,UNKNOWN,280527
10/1/15,1,FOSSIL_SPECIMEN,3958609
10/1/15,1,HUMAN_OBSERVATION,236161784
10/1/15,1,LITERATURE,277177
10/1/15,1,LIVING_SPECIMEN,7877
10/1/15,1,MACHINE_OBSERVATION,1390637
10/1/15,1,MATERIAL_SAMPLE,25834
10/1/15,1,OBSERVATION,60538940
10/1/15,1,PRESERVED_SPECIMEN,53371016
10/1/15,1,UNKNOWN,23957191
10/1/15,2,HUMAN_OBSERVATION,1
10/1/15,2,LIVING_SPECIMEN,962
10/1/15,2,PRESERVED_SPECIMEN,27
10/1/15,2,UNKNOWN,17964
10/1/15,3,FOSSIL_SPECIMEN,1270
10/1/15,3,HUMAN_OBSERVATION,64873
10/1/15,3,LIVING_SPECIMEN,66772
10/1/15,3,MACHINE_OBSERVATION,408
10/1/15,3,OBSERVATION,14591
10/1/15,3,PRESERVED_SPECIMEN,108571
10/1/15,3,UNKNOWN,897897
10/1/15,4,FOSSIL_SPECIMEN,658880
10/1/15,4,HUMAN_OBSERVATION,3989123
10/1/15,4,LITERATURE,283
10/1/15,4,LIVING_SPECIMEN,4583
10/1/15,4,MACHINE_OBSERVATION,11605
10/1/15,4,OBSERVATION,2227069
10/1/15,4,PRESERVED_SPECIMEN,612923
10/1/15,4,UNKNOWN,244995
10/1/15,5,FOSSIL_SPECIMEN,956
10/1/15,5,HUMAN_OBSERVATION,3021140
10/1/15,5,LITERATURE,1673
10/1/15,5,LIVING_SPECIMEN,123116
10/1/15,5,MACHINE_OBSERVATION,1
10/1/15,5,OBSERVATION,2520960
10/1/15,5,PRESERVED_SPECIMEN,4291171
10/1/15,5,UNKNOWN,431667
10/1/15,6,FOSSIL_SPECIMEN,772260
10/1/15,6,HUMAN_OBSERVATION,73315397
10/1/15,6,LITERATURE,123589
10/1/15,6,LIVING_SPECIMEN,619309
10/1/15,6,MACHINE_OBSERVATION,34048
10/1/15,6,MATERIAL_SAMPLE,178
10/1/15,6,OBSERVATION,30277277
10/1/15,6,PRESERVED_SPECIMEN,60408409
10/1/15,6,UNKNOWN,8479469
10/1/15,7,FOSSIL_SPECIMEN,4280
10/1/15,7,HUMAN_OBSERVATION,73691
10/1/15,7,LIVING_SPECIMEN,3046
10/1/15,7,MACHINE_OBSERVATION,9
10/1/15,7,OBSERVATION,147616
10/1/15,7,PRESERVED_SPECIMEN,287317
10/1/15,7,UNKNOWN,22842
10/1/15,8,FOSSIL_SPECIMEN,1
10/1/15,8,HUMAN_OBSERVATION,1
10/1/15,8,LIVING_SPECIMEN,903
10/1/15,8,PRESERVED_SPECIMEN,4
10/1/15,8,UNKNOWN,440
1/4/16,0,FOSSIL_SPECIMEN,408262
1/4/16,0,HUMAN_OBSERVATION,365003
1/4/16,0,LITERATURE,74123
1/4/16,0,LIVING_SPECIMEN,1423
1/4/16,0,MACHINE_OBSERVATION,6872
1/4/16,0,MATERIAL_SAMPLE,57
1/4/16,0,OBSERVATION,1219992
1/4/16,0,PRESERVED_SPECIMEN,1570290
1/4/16,0,UNKNOWN,287389
1/4/16,1,FOSSIL_SPECIMEN,4056847
1/4/16,1,HUMAN_OBSERVATION,299408525
1/4/16,1,LITERATURE,262362
1/4/16,1,LIVING_SPECIMEN,7821
1/4/16,1,MACHINE_OBSERVATION,2836363
1/4/16,1,MATERIAL_SAMPLE,217197
1/4/16,1,OBSERVATION,60903371
1/4/16,1,PRESERVED_SPECIMEN,53801973
1/4/16,1,UNKNOWN,23916961
1/4/16,2,HUMAN_OBSERVATION,1
1/4/16,2,LIVING_SPECIMEN,962
1/4/16,2,PRESERVED_SPECIMEN,27
1/4/16,2,UNKNOWN,17964
1/4/16,3,FOSSIL_SPECIMEN,1270
1/4/16,3,HUMAN_OBSERVATION,65234
1/4/16,3,LIVING_SPECIMEN,66904
1/4/16,3,MACHINE_OBSERVATION,392
1/4/16,3,OBSERVATION,14591
1/4/16,3,PRESERVED_SPECIMEN,99590
1/4/16,3,UNKNOWN,899056
1/4/16,4,FOSSIL_SPECIMEN,659520
1/4/16,4,HUMAN_OBSERVATION,3989642
1/4/16,4,LITERATURE,283
1/4/16,4,LIVING_SPECIMEN,5330
1/4/16,4,MACHINE_OBSERVATION,8870
1/4/16,4,OBSERVATION,2227051
1/4/16,4,PRESERVED_SPECIMEN,585904
1/4/16,4,UNKNOWN,243318
1/4/16,5,FOSSIL_SPECIMEN,957
1/4/16,5,HUMAN_OBSERVATION,3082826
1/4/16,5,LITERATURE,1673
1/4/16,5,LIVING_SPECIMEN,135999
1/4/16,5,MACHINE_OBSERVATION,1
1/4/16,5,MATERIAL_SAMPLE,12
1/4/16,5,OBSERVATION,2433218
1/4/16,5,PRESERVED_SPECIMEN,4260753
1/4/16,5,UNKNOWN,434570
1/4/16,6,FOSSIL_SPECIMEN,773271
1/4/16,6,HUMAN_OBSERVATION,73672833
1/4/16,6,LITERATURE,123589
1/4/16,6,LIVING_SPECIMEN,621999
1/4/16,6,MACHINE_OBSERVATION,33784
1/4/16,6,MATERIAL_SAMPLE,1980
1/4/16,6,OBSERVATION,30183954
1/4/16,6,PRESERVED_SPECIMEN,55734795
1/4/16,6,UNKNOWN,8775228
1/4/16,7,FOSSIL_SPECIMEN,4283
1/4/16,7,HUMAN_OBSERVATION,126413
1/4/16,7,LIVING_SPECIMEN,3047
1/4/16,7,MACHINE_OBSERVATION,9
1/4/16,7,OBSERVATION,137837
1/4/16,7,PRESERVED_SPECIMEN,288123
1/4/16,7,UNKNOWN,22927
1/4/16,8,FOSSIL_SPECIMEN,1
1/4/16,8,HUMAN_OBSERVATION,1
1/4/16,8,LIVING_SPECIMEN,903
1/4/16,8,PRESERVED_SPECIMEN,4
1/4/16,8,UNKNOWN,468
4/5/16,0,FOSSIL_SPECIMEN,509529
4/5/16,0,HUMAN_OBSERVATION,377643
4/5/16,0,LITERATURE,74123
4/5/16,0,LIVING_SPECIMEN,1367
4/5/16,0,MACHINE_OBSERVATION,6879
4/5/16,0,MATERIAL_SAMPLE,19
4/5/16,0,OBSERVATION,1219919
4/5/16,0,PRESERVED_SPECIMEN,1473331
4/5/16,0,UNKNOWN,296479
4/5/16,1,FOSSIL_SPECIMEN,4391432
4/5/16,1,HUMAN_OBSERVATION,311683465
4/5/16,1,LITERATURE,262362
4/5/16,1,LIVING_SPECIMEN,9610
4/5/16,1,MACHINE_OBSERVATION,2852045
4/5/16,1,MATERIAL_SAMPLE,219349
4/5/16,1,OBSERVATION,52477550
4/5/16,1,PRESERVED_SPECIMEN,56282926
4/5/16,1,UNKNOWN,24124893
4/5/16,2,HUMAN_OBSERVATION,1
4/5/16,2,LIVING_SPECIMEN,962
4/5/16,2,PRESERVED_SPECIMEN,27
4/5/16,2,UNKNOWN,17964
4/5/16,3,FOSSIL_SPECIMEN,1303
4/5/16,3,HUMAN_OBSERVATION,67742
4/5/16,3,LIVING_SPECIMEN,67639
4/5/16,3,MACHINE_OBSERVATION,392
4/5/16,3,OBSERVATION,14592
4/5/16,3,PRESERVED_SPECIMEN,102816
4/5/16,3,UNKNOWN,899701
4/5/16,4,FOSSIL_SPECIMEN,690546
4/5/16,4,HUMAN_OBSERVATION,4034869
4/5/16,4,LITERATURE,283
4/5/16,4,LIVING_SPECIMEN,6495
4/5/16,4,MACHINE_OBSERVATION,8870
4/5/16,4,OBSERVATION,2227033
4/5/16,4,PRESERVED_SPECIMEN,586368
4/5/16,4,UNKNOWN,279745
4/5/16,5,FOSSIL_SPECIMEN,1222
4/5/16,5,HUMAN_OBSERVATION,3245782
4/5/16,5,LITERATURE,1673
